code,SOURCE,GROUP,PRODUCT,AGRICULTURE,TRANSFORMATION,PACKAGING,TRANSPORT,SUPERMARKET AND DISTRIBUTION,CONSUMPTION,TOTAL IMPACT,LEVEL
26074,fish,raw fish,"nursehound or lesser spotted dogfish, raw",9.3555545,0,0.27564225,1.1741883,0.036974137,0.006687562,10.84904675,2
26153,fish,raw fish,"largehead hairtail, raw",9.3555545,0,0.27564225,1.1741883,0.036974137,0.006687562,10.84904675,2
26104,fish,raw fish,"john dory, raw",9.3555545,0,0.27564225,1.1741883,0.036974137,0.006687562,10.84904675,2
26065,fish,raw fish,"european pilchard or sardine, raw",0.71037021,0,0.27564225,0.90555681,0.036974137,0.006687562,1.935230969,1
26036,fish,raw fish,"salmon, raw, farmed",5.2222317,0.028870642,0.27564225,0.78427194,0.036974137,0.006687562,6.354678231,1
26111,fish,raw fish,"salema, raw",5.3654111,0,0.27564225,1.0488269,0.036974137,0.006687562,6.733541949,1
26210,fish,raw fish,"golden redfish, raw",9.3555545,0,0.27564225,1.1741883,0.036974137,0.006687562,10.84904675,2
26200,fish,raw fish,"tonguesole, raw",5.3654111,0,0.27564225,1.0488269,0.036974137,0.006687562,6.733541949,1
26058,fish,raw fish,"common sole, raw",5.3654111,0,0.27564225,1.0488269,0.036974137,0.006687562,6.733541949,1
26173,fish,raw fish,"european sprat, raw",0.71037021,0,0.27564225,0.90555681,0.036974137,0.006687562,1.935230969,1
26133,fish,raw fish,"pouting, raw",9.3555545,0,0.27564225,1.1741883,0.036974137,0.006687562,10.84904675,2
26064,fish,raw fish,"yellowfin tuna, raw",3.2937992,0,0.27564225,0.78735897,0.036974137,0.006687562,4.400462119,1
26076,fish,raw fish,"albacore, raw",7.2913297,0,0.27564225,0.78735897,0.036974137,0.006687562,8.397992619,2
26068,fish,raw fish,"skipjack tuna, raw",3.2716502,0,0.27564225,0.78735897,0.036974137,0.006687562,4.378313119,1
26053,fish,raw fish,"tuna, raw",3.2937992,0,0.27564225,0.78735897,0.036974137,0.006687562,4.400462119,1
27009,fish,raw fish,"rainbow trout, raw, farmed",5.4155702,0,0.27564225,0.90555681,0.036974137,0.006687562,6.640430959,1
26092,fish,raw fish,"sea trout, raw",5.4155702,0,0.27564225,0.90555681,0.036974137,0.006687562,6.640430959,1
27008,fish,raw fish,"trout, farmed, raw",4.9281689,0,0.27564225,0.84108526,0.036974137,0.006687562,6.088558109,1
27021,fish,raw fish,"salmon trout, raw",5.4155702,0,0.27564225,0.90555681,0.036974137,0.006687562,6.640430959,1
26201,fish,raw fish,"turbot, raw, farmed",11.359006,0,0.27564225,1.0022641,0.036974137,0.006687562,12.68057405,2
26042,fish,raw fish,"turbot, raw, wild",7.722585,0,0.27564225,1.0022641,0.036974137,0.006687562,9.044153049,2
26174,fish,raw fish,"turbot, raw",11.359006,0,0.27564225,1.0022641,0.036974137,0.006687562,12.68057405,2
26146,fish,raw fish,"snapper, raw",3.1435678,0,0.27564225,0.78735897,0.036974137,0.006687562,4.250230719,1
10059,shrimp,raw shellfish,"deep water pink shrimp, raw",7.2039694,1.1695713,0.61253833,1.3542844,0.082164749,0.40778319,10.83031137,2
10021,shrimp,raw shellfish,"shrimp or prawn, raw",5.4165183,0,0.61253833,1.1225833,0.082164749,0.40778319,7.641587869,1
10007,shrimp,cooked shellfish,"shrimp or prawn, cooked",5.4165183,0,0.61253833,1.1225833,0.082164749,0.40778319,7.641587869,1
10038,shrimp,raw shellfish,"shrimp, frozen, raw",7.2039694,1.1695713,0.59818519,1.3542844,0.14705472,0.44915369,10.9222187,2
20904,tofu,mixed dishes,"tofu, plain",0.083403823,0.14573024,0.18574567,0.19543792,0.037393191,0.017733084,0.665443928,1
20337,tofu,deli substitutes,plant-based sausage with tofu (vegan),0.36550444,0.3775867,0.23350401,0.22282086,0.040313875,0.088611574,1.328341459,1
20912,tofu,meat substitutes,"tofu, smoked",0.015849892,0.76900724,0.10321577,0.16763371,0.031912341,0.086850978,1.174469931,1
25589,beans,vegetarian dishes,"plant-based ball with wheat and/or soybean, prepacked",0.31705319,0.92185104,0.23350323,0.22973166,0.040313875,0.088611574,1.831064569,1
25234,beans,vegetarian dishes,cereal patty (without soybean),0.74301255,0.39300959,0.13023448,0.15172195,0.021355895,0.080163416,1.519497881,1
25593,beans,vegetarian dishes,"plant-based patty or steak from wheat and soybean (vegan), prepacked",0.30259819,0.80907291,0.23350323,0.22954886,0.046708858,0.088611574,1.710043622,1
25227,beans,vegetarian dishes,soybean and wheat-based nuggets (vegan),0.36309548,0.618569,0.18483001,0.18046144,0.031912463,0.086850978,1.465719371,1
20524,beans,legumes,"red kidney bean, canned, drained",0.48574071,0.19721682,0.28100027,0.19938624,0.025346174,0.011045523,1.199735737,1
20503,beans,legumes,"red kidney bean, cooked",0.21029806,0,0.1139031,0.056411493,0.027863453,0.011045523,0.419521629,1
20525,beans,legumes,"red kidney bean, dried",0.49000391,0,0.26539933,0.13144131,0.064923095,0,0.951767645,1
20072,beans,vegetables,"garden peas, raw",0.42662137,0,0,0.21936917,0.020190286,0,0.666180826,1
20901,beans,nuts and oilseeds,"soybean, whole grain",0.9232928,0.007536685,0.26539933,0.24987098,0.022706535,0,1.46880633,1
1027,beans,cheeses,"plant-based spread-cheese type, with soybean, prepacked",0.37947665,1.7009885,0.18055336,0.41832514,0.035573861,0.006687562,2.721605073,1
10291,beans,cheeses,"plant-based cheese, without soybean, prepacked, sliced",0.52170006,2.0993817,0.26266115,0.43476318,0.035573861,0.006687562,3.360767513,1
10292,beans,cheeses,"plant-based cheese, without soybean, prepacked, shredded",0.52170006,2.1122117,0.26266115,0.43476318,0.035573861,0.006687562,3.373597513,1
15048,nuts,nuts and oilseeds,mix of unsalted grains/nuts and dried fruit,1.2577556,0.08536668,0.28154442,0.25831293,0.026314938,0,1.909294568,1
15049,nuts,nuts and oilseeds,mix of unsalted grains/nuts and raisins,1.2577556,0.08536668,0.28154442,0.25831293,0.026314938,0,1.909294568,1
15018,nuts,nuts and oilseeds,mix of salted grains/nuts and raisins,1.2577556,0.08536668,0.28154442,0.25831293,0.026314938,0,1.909294568,1
15019,nuts,nuts and oilseeds,"cashew nut, grilled, salted",2.5970342,0.19450093,0.34916639,0.45265508,0.022706535,0,3.616063135,1
9345,grains,"pasta, rice and cereals","amaranth, raw",0.74547357,0,0.26539933,0.13144131,0.016099476,0,1.158413686,1
9310,grains,"pasta, rice and cereals","oat, raw",0.74050597,0,0.26539933,0.13144131,0.016099476,0,1.153446086,1
93401,grains,"pasta, rice and cereals","quinoa, raw",5.434591,0,0.26539933,0.35484422,0.016099476,0,6.070934026,1
9108,grains,"pasta, rice and cereals","wild rice, raw",2.1584034,0,0.26539933,0.31515769,0.018819926,0,2.757780346,1
12112,cheese,cheeses,"abondance cheese, from cow's milk",5.1182235,0.40534942,0.26266115,0.21150363,0.03557378,0.006687562,6.039999042,1
12761,cheese,cheeses,"asiago cheese, from cow's milk",5.0253753,0.41481283,0.26266115,0.21150363,0.03557378,0.006687562,5.956614252,1
12105,cheese,cheeses,"beaufort cheese, from cow's milk",5.2492875,0.39273154,0.26266115,0.21150363,0.03557378,0.006687562,6.158445162,1
12526,cheese,cheeses,"gex blue cheese, or jura blue cheese or septmoncel blue cheese, from cow's milk",4.8008352,0.24336023,0.26266115,0.21150363,0.03557378,0.006687562,5.560621552,1
12021,cheese,cheeses,"brie de meaux cheese, from cow's milk",4.3211643,0.27020143,0.26266115,0.21150363,0.03557378,0.006687562,5.107791852,1
12022,cheese,cheeses,"brie de melun cheese, from cow's milk",4.3781965,0.26706996,0.26266115,0.21150363,0.03557378,0.006687562,5.161692582,1
12020,cheese,cheeses,"brie cheese, from cow's milk",4.4912627,0.26080701,0.26266115,0.21150363,0.03557378,0.006687562,5.268495832,1
12006,cheese,cheeses,"camembert cheese, from cow's milk, from raw milk",4.456254,0.26259642,0.26266115,0.21150363,0.03557378,0.006687562,5.235276542,1
12001,cheese,cheeses,"camembert cheese, from cow's milk",4.456254,0.26259642,0.26266115,0.21150363,0.03557378,0.006687562,5.235276542,1
12722,cheese,cheeses,"cantal cheese, half matured, from cow's milk",4.9700701,0.42112177,0.26266115,0.21150363,0.03557378,0.006687562,5.907617992,1
12723,cheese,cheeses,"cantal, salers or laguiole cheese, from cow's milk",5.0231102,0.41560145,0.26266115,0.21150363,0.03557378,0.006687562,5.955137772,1
12830,cheese,cheeses,"chabichou cheese, from goat's milk",6.0613288,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.871728532,1
12028,cheese,cheeses,"chaource cheese, from cow's milk",4.1645447,0.29301645,0.26266115,0.21150363,0.03557378,0.006687562,4.973987272,1
12726,cheese,cheeses,"cheddar cheese, from cow's milk",5.3517794,0.38405675,0.26266115,0.21150363,0.03557378,0.006687562,6.252262272,1
12846,cheese,cheeses,"chevrot cheese, from goat's milk",5.4699796,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.280379332,1
12110,cheese,cheeses,"comte cheese, from cow's milk",5.3937181,0.37932504,0.26266115,0.21150363,0.03557378,0.006687562,6.289469262,1
12010,cheese,cheeses,"coulommiers cheese, from cow's milk",4.7049818,0.24828111,0.26266115,0.21150363,0.03557378,0.006687562,5.469689032,1
12834,cheese,cheeses,"crottin de chavignol cheese, from goat's milk",6.0613288,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.871728532,1
12832,cheese,cheeses,"crottin cheese, from goat's milk, from raw milk",7.0961898,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,7.906589532,1
12833,cheese,cheeses,"crottin cheese, from goat's milk",7.0961898,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,7.906589532,1
12729,cheese,cheeses,"edam cheese, from cow's milk",5.0089587,0.41639006,0.26266115,0.21150363,0.03557378,0.006687562,5.941774882,1
12115,cheese,cheeses,"emmental cheese, from cow's milk",5.2846775,0.38957707,0.26266115,0.21150363,0.03557378,0.006687562,6.190680692,1
12118,cheese,cheeses,"emmental cheese, grated, from cow's milk",5.3188116,0.3864226,0.26266115,0.21150363,0.03557378,0.006687562,6.221660322,1
12061,cheese,cheeses,"feta cheese, from ewe's milk",4.7479417,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,5.558341432,1
12121,cheese,cheeses,"fontina cheese, from cow's milk",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252,1
12522,cheese,cheeses,"fourme d'ambert cheese, from cow's milk",4.7213535,0.24783376,0.26266115,0.21150363,0.03557378,0.006687562,5.485613382,1
12519,cheese,cheeses,fourme de montbrison cheese,4.8321434,0.24157081,0.26266115,0.21150363,0.03557378,0.006687562,5.590140332,1
12705,cheese,cheeses,"firm cheese, around 14% fat, maasdam-type cheese, reduced fat",4.5065019,0.46607297,0.26266115,0.21150363,0.03557378,0.006687562,5.489000992,1
12741,cheese,cheeses,"firm cheese, around 27% fat, maasdam-type cheese",4.8740373,0.42900795,0.26266115,0.21150363,0.03557378,0.006687562,5.819471372,1
12047,cheese,cheeses,"soft-ripened washed-rind cheese, from pasteurised milk (vieux panã©-type cheese)",4.6508876,0.25141259,0.26266115,0.21150363,0.03557378,0.006687562,5.418726312,1
12008,cheese,cheeses,"soft-ripened cheese, double cream, around 30% fat",4.5420937,0.25812289,0.26266115,0.21150363,0.03557378,0.006687562,5.316642712,1
12003,cheese,cheeses,soft-ripened cheese with bloomy rind (camembert-type cheese),4.6720139,0.25051788,0.26266115,0.21150363,0.03557378,0.006687562,5.438957902,1
12035,cheese,cheeses,"soft-ripened washed-rind cheese, reduced fat, around 13% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252,1
12050,cheese,cheeses,"soft -ripened washed, bloomy and coloured rind cheese",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252,1
12033,cheese,cheeses,"soft-ripened cheese, triple cream, around 40% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252,1
12116,cheese,cheeses,"hard cheese, emmental-type cheese, reduced fat",5.3188116,0.3864226,0.26266115,0.21150363,0.03557378,0.006687562,6.221660322,1
12520,cheese,cheeses,"blue cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.006687562,5.356368292,1
12521,cheese,cheeses,"auvergne blue cheese, from cow's milk",4.7151412,0.24783376,0.26266115,0.21150363,0.03557378,0.006687562,5.479401082,1
12527,cheese,cheeses,"bresse blue cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.006687562,5.356368292,1
12528,cheese,cheeses,"bresse blue cheese, from cow's milk, reduced fat, around 15% fat",4.3014958,0.27109614,0.26266115,0.21150363,0.03557378,0.006687562,5.089018062,1
12523,cheese,cheeses,"causses blue cheese, from cow's milk",4.7352584,0.24693905,0.26266115,0.21150363,0.03557378,0.006687562,5.498623572,1
12824,cheese,cheeses,"soft ripened cheese with bloomy rind, from ewe's milk, camembert-type cheese",4.7479417,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,5.558341432,1
12827,cheese,cheeses,"semi-hard cheese, from ewe's milk",3.9373469,0.38642648,0.26266115,0.21150363,0.03557378,0.006687562,4.840199502,1
12762,cheese,cheeses,"corsica soft ripened cheese, from ewe's milk",7.5175743,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,8.327974032,2
12820,cheese,cheeses,"soft-ripened cheese with bloomy rind, from goat's milk, camembert-type cheese",6.8005152,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,7.610914932,1
12814,cheese,cheeses,"soft-ripened cheese, from goat's milk, from pasteurised milk",6.8005152,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,7.610914932,1
12812,cheese,cheeses,"cheese, buche, from goat's milk",4.8786305,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,5.689030232,1
12813,cheese,cheeses,"cheese, buche, from goat's milk, light",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.206460732,1
12810,cheese,cheeses,"cheese, semi-dry, from goat's milk",5.1088246,0.40693074,0.26266115,0.21150363,0.03557378,0.006687562,6.032181462,1
12804,cheese,cheeses,"cheese, from goat's milk, fresh, from raw milk",4.3612,0.29397361,0.26266115,0.21150527,0.03557378,0.006687562,5.171601372,1
12800,cheese,cheeses,"cheese, from goat's milk, fresh, from pasteurised milk",5.396061,0.29397361,0.26266115,0.21150527,0.03557378,0.006687562,6.206462372,1
12805,cheese,cheeses,"cheese, from goat's milk, fresh",4.9525491,0.29397361,0.26266115,0.21150527,0.03557378,0.006687562,5.762950472,1
12803,cheese,cheeses,"cheese, from goat's milk",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.206460732,1
12801,cheese,cheeses,"cheese, from goat's milk, from raw milk",5.6178169,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.428216632,1
12802,cheese,cheeses,"cheese, from goat's milk, from pasteurised milk",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.206460732,1
12815,cheese,cheeses,"cheese, dry, from goat's milk",4.93331,0.29810043,0.26266115,0.21150363,0.03557378,0.006687562,5.747836552,1
12320,cheese,cheeses,"processed cheese, double cream, around 31% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252,1
12310,cheese,cheeses,"processed cheese, around 20% fat, in wedges or cubes",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252,1
12300,cheese,cheeses,"processed cheese, in slices",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252,1
12009,cheese,cheeses,"soft-ripened round cheese with bloomy rind, 5 to 11% fat, camembert-type cheese, reduced fat",4.1848973,0.27825379,0.26266115,0.21150363,0.03557378,0.006687562,4.979577212,1
12012,cheese,cheeses,"soft-ripened round cheese with bloomy rind, around 11% fat, coulommiers-type cheese, reduced fat",4.234349,0.27512232,0.26266115,0.21150363,0.03557378,0.006687562,5.025897442,1
12013,cheese,cheeses,"soft-ripened round cheese with bloomy rind, around 5% fat, camembert-type cheese, reduced fat",4.2616204,0.2733329,0.26266115,0.21150363,0.03557378,0.006687562,5.051379422,1
12060,cheese,cheeses,feta-type cheese from cow's milk,4.3659961,0.26796466,0.26266115,0.21150363,0.03557378,0.006687562,5.150386882,1
12063,cheese,cheeses,"feta-type cheese from cow's milk, in oil and spices",4.3659961,0.26796466,0.26266115,0.21150363,0.03557378,0.006687562,5.150386882,1
12524,cheese,cheeses,"gorgonzola cheese, from cow's milk",4.4738705,0.26170172,0.18055336,0.21150363,0.03557378,0.006687562,5.169890552,1
12736,cheese,cheeses,"gouda cheese, from cow's milk",5.0334827,0.41402421,0.26266115,0.21150363,0.03557378,0.006687562,5.963933032,1
12123,cheese,cheeses,"grana padano cheese, from cow's milk",5.2367284,0.39430877,0.26266115,0.21150363,0.03557378,0.006687562,6.147463292,1
12114,cheese,cheeses,"gruyere cheese, from cow's milk",5.3571395,0.38326813,0.26266115,0.21150363,0.03557378,0.006687562,6.256833752,1
12113,cheese,cheeses,"gruyere cheese, france, protected geographical indication, from cow's milk",5.2731724,0.39036569,0.26266115,0.21150363,0.03557378,0.006687562,6.179964212,1
12040,cheese,cheeses,"langres cheese, from cow's milk",4.2205115,0.27556967,0.26266115,0.21150363,0.03557378,0.006687562,5.012507292,1
12037,cheese,cheeses,"livarot cheese, from cow's milk",4.5732898,0.25588612,0.26266115,0.21150363,0.03557378,0.006687562,5.345602042,1
12030,cheese,cheeses,"maroilles ""fermier"" cheese",4.7151412,0.24783376,0.26266115,0.21150363,0.03557378,0.006687562,5.479401082,1
12029,cheese,cheeses,"maroilles ""laitier"" cheese",4.6003481,0.25454406,0.26266115,0.21150363,0.03557378,0.006687562,5.371318282,1
12036,cheese,cheeses,"maroilles cheese, from cow's milk",4.7072245,0.24872847,0.26266115,0.21150363,0.03557378,0.006687562,5.472379092,1
12737,cheese,cheeses,"mimolette cheese, half-old, from cow's milk",5.2492875,0.39273154,0.26266115,0.21150363,0.03557378,0.006687562,6.158445162,1
12742,cheese,cheeses,"mimolette cheese, extra old, from cow's milk",5.3569937,0.38247951,0.26266115,0.21150363,0.03557378,0.006687562,6.255899332,1
12735,cheese,cheeses,"mimolette cheese, young, from cow's milk",5.1427812,0.4045608,0.26266115,0.21150363,0.03557378,0.006687562,6.063768122,1
12738,cheese,cheeses,"mimolette cheese, old, from cow's milk",5.4746799,0.37380472,0.26266115,0.21150363,0.03557378,0.006687562,6.364910742,1
12740,cheese,cheeses,"mimolette cheese, from cow's milk",5.2492875,0.39273154,0.26266115,0.21150363,0.03557378,0.006687562,6.158445162,1
12051,cheese,cheeses,"vacherin cheese or mont d'or cheese, from cow's milk",4.3909126,0.2666226,0.26266115,0.21150363,0.03557378,0.006687562,5.173961322,1
12743,cheese,cheeses,"morbier cheese, from cow's milk",5.0148795,0.41639006,0.26266115,0.21150363,0.03557378,0.006687562,5.947695682,1
19590,cheese,cheeses,"mozzarella cheese, from cow's milk",3.8494775,0.29704263,0.26266115,0.21150363,0.03557378,0.006687562,4.662946252,1
12039,cheese,cheeses,"munster cheese, from cow's milk",4.5521411,0.25722818,0.26266115,0.21150363,0.03557378,0.006687562,5.325795402,1
12119,cheese,cheeses,"ossau-iraty cheese, from ewe's milk",4.4855436,0.31387294,0.26266115,0.21150363,0.03557378,0.006687562,5.315842662,1
12120,cheese,cheeses,"parmesan cheese, from cow's milk",5.2787231,0.39036569,0.26266115,0.21150363,0.03557378,0.006687562,6.185514912,1
12836,cheese,cheeses,"picodon cheese, from goat's milk",6.0613288,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.871728532,1
12839,cheese,cheeses,"pouligny saint-pierre cheese, from goat's milk",5.6917356,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.502135332,1
12716,cheese,cheeses,"provolone cheese, from cow's milk",4.9700701,0.42112177,0.26266115,0.21150363,0.03557378,0.006687562,5.907617992,1
12749,cheese,cheeses,"raclette cheese, from cow's milk",4.9957379,0.41875592,0.26266115,0.21150363,0.03557378,0.006687562,5.930919942,1
12045,cheese,cheeses,"reblochon cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.006687562,5.356368292,1
12847,cheese,cheeses,"rocamadour cheese, from goat's milk",5.2482237,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.058623432,1
12500,cheese,cheeses,"roquefort cheese, from ewe's milk",5.3131728,0.29397361,0.18055336,0.21150363,0.03557378,0.006687562,6.041464742,1
12842,cheese,cheeses,"sainte maure cheese, from goat's milk",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.206460732,1
12807,cheese,cheeses,goat cheese from raw milk,5.6178169,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.428216632,1
12052,cheese,cheeses,"saint-felicien cheese, from cow's milk",4.0484844,0.2858588,0.26266115,0.21150363,0.03557378,0.006687562,4.850769322,1
12049,cheese,cheeses,"saint-marcellin cheese, from cow's milk",3.9334446,0.29167439,0.26266115,0.21150363,0.03557378,0.006687562,4.741545112,1
12751,cheese,cheeses,"saint-nectaire cheese, from cow's milk, milk collected in an unique farm",4.4518358,0.47080468,0.26266115,0.21150363,0.03557378,0.006687562,5.439066602,1
12748,cheese,cheeses,"saint-nectaire cheese, from cow's milk, milks collected in many farms",4.4518358,0.47080468,0.26266115,0.21150363,0.03557378,0.006687562,5.439066602,1
12752,cheese,cheeses,"saint-nectaire cheese, from cow's milk",4.4518358,0.47080468,0.26266115,0.21150363,0.03557378,0.006687562,5.439066602,1
12755,cheese,cheeses,"saint-paulin cheese, from cow's milk (semi-hard cheese)",4.763965,0.44083721,0.26266115,0.21150363,0.03557378,0.006687562,5.721228332,1
12725,cheese,cheeses,"salers cheese, from cow's milk",5.0532747,0.41323559,0.26266115,0.21150363,0.03557378,0.006687562,5.982936412,1
12845,cheese,cheeses,"selles-sur-cher cheese, from goat's milk",5.6917356,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.502135332,1
12356,cheese,cheeses,"processed cheese snack w breadsticks, for children",4.3811181,0.44859949,0.18578351,0.21425449,0.037393191,0.006687562,5.273836343,1
12355,cheese,cheeses,processed cheese with fresh cream cheese and walnuts,4.5364047,0.45863164,0.18578351,0.21711751,0.037393191,0.006687562,5.442018113,1
19530,cheese,cheeses,"uncured soft cheese, spreadable, around 30-40% fat, flavoured (ex : garlic and herbs)",4.1848973,0.27825379,0.26266115,0.21150363,0.03557378,0.006687562,4.979577212,1
12340,cheese,cheeses,"uncured soft cheese, spreadable, around 20% fat, in a tub",3.7733599,0.30106881,0.26266115,0.21150363,0.03557378,0.006687562,4.590854832,1
12315,cheese,cheeses,"uncured soft cheese, spreadable, around 25% fat, in a tub",4.1848973,0.27825379,0.26266115,0.21150363,0.03557378,0.006687562,4.979577212,1
1027,cheese,cheeses,"plant-based spread-cheese type, with soybean, prepacked",0.37947665,1.7009885,0.18055336,0.41832514,0.035573861,0.006687562,2.721605073,1
10291,cheese,cheeses,"plant-based cheese, without soybean, prepacked, sliced",0.52170006,2.0993817,0.26266115,0.43476318,0.035573861,0.006687562,3.360767513,1
10292,cheese,cheeses,"plant-based cheese, without soybean, prepacked, shredded",0.52170006,2.1122117,0.26266115,0.43476318,0.035573861,0.006687562,3.373597513,1
12763,cheese,cheeses,tomme cheese (pdo) from the french bauges munntains,5.0089587,0.23128169,0.26266115,0.21150363,0.03557378,0.006687562,5.756666512,1
12759,cheese,cheeses,"tomme cheese, from mountain or savoy",4.9285575,0.23575522,0.26266115,0.21150363,0.03557378,0.006687562,5.680738842,1
12758,cheese,cheeses,"tomme cheese, from cow's milk",4.9754526,0.23351845,0.26266115,0.21150363,0.03557378,0.006687562,5.725397172,1
12760,cheese,cheeses,"tomme cheese, reduced fat, around 13% fat",4.9285575,0.23575522,0.26266115,0.21150363,0.03557378,0.006687562,5.680738842,1
